run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,asset_signal_id,canonical_article_id,title,original_url,published,summary,article_integrity_status,article_integrity_reason,primary_display_section,secondary_display_sections,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,canonical_asset_or_project_name,raw_project_or_property_name,address_or_location_clue,intersection_or_corridor,neighborhood_or_submarket,city,state_or_region,residential_sector,asset_type,gp_or_developer,owner_or_sponsor,lender_or_capital_partner,entitlement_status,permit_status,construction_status,delivery_or_timing_reference,unit_count,dollar_amount,site_size_or_area,deal_or_project_type,asset_strategy_signal,site_control_signal,execution_stage,primary_development_category,primary_category_reason,asset_opportunity_score,asset_risk_score,woomi_asset_relevance,recommended_asset_follow_up,evidence_article_title,source,url,confidence_level
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0100,Refinancing - Miami / Florida - Baron Property Group Secures Pre-Development Financing for Merrick Parc in Coral Gables an...,100,AST-20260602-045,art_0d5e3cef7b579bf5,Baron Property Group Secures Pre-Development Financing for Merrick Parc in Coral Gables and Announces New Partner,https://yieldpro.com/2026/06/merrick-parc/,"Mon, 01 Jun 2026 21:06:12 +0000","Deal boom News Facebook Twitter Linkedin Miami and New York-based real estate developer Baron Property Group(“BPG”) announced the closing of a $30 million land loan refinancing and pre-development loan for the development of Merrick Parc , a highly anticipated mixed-use residential project located in Coral Gables. Knighthead Funding, LLC, a US-based commercial real estate lender, provided the financing. In conjunction with the financing, BPG announced that New York-based developer LargaVista Com",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Refinancing - Miami / Florida - Baron Property Group Secures Pre-Development Financing for Merrick Parc in Coral Gables an...,Refinancing - Miami / Florida - Baron Property Group Secures Pre-Development Financing for Merrick Parc in Coral Gables an...,Miami,General submarket monitoring,Miami,Miami / Florida,Unknown,Mixed-Use Residential,Mixed-Use Residential,IPA,IPA,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$30 million; $30 million,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Unknown,excluded,transaction / capital guard: refinancing,73,41,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Baron Property Group Secures Pre-Development Financing for Merrick Parc in Coral Gables and Announces New Partner,Yield PRO,https://yieldpro.com/2026/06/merrick-parc/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0142,"Entitlement / Permitting - San Francisco / California - First Projects Advance Under San Francisco's New Zoning Plan, But Costs Hold Pipeline To A...",80,AST-20260602-063,art_3a73f6e2796b4a01,"First Projects Advance Under San Francisco's New Zoning Plan, But Costs Hold Pipeline To A Trickle",https://www.bisnow.com/san-francisco/news/multifamily/new-family-zoning-plan-housing-projects-sluggish-out-of-the-gate-134796,"Fri, 29 May 2026 17:57:54 -0400","News First Projects Advance Under San Francisco's New Zoning Plan, But Costs Hold Pipeline To A Trickle San Francisco Multifamily View count: San Francisco Multifamily May 31, 2026 | 7:12 p.m. ET Rob Sabo, Bisnow San Francisco’s first housing project proposals under the city’s new Family Zoning Plan are beginning to advance, but six months after the policy opened large swaths of the west side to taller, denser construction, multifamily development remains largely stalled as high financing and co",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-05-29,2026-06-02,4,recent_4_14d,usable_recent,published date parsed; article age 4 day(s),66,limited_or_paywall,"Entitlement / Permitting - San Francisco / California - First Projects Advance Under San Francisco's New Zoning Plan, But Costs Hold Pipeline To A...","Entitlement / Permitting - San Francisco / California - First Projects Advance Under San Francisco's New Zoning Plan, But Costs Hold Pipeline To A...",San Francisco,General submarket monitoring,San Francisco,Los Angeles,Unknown,Multifamily,Multifamily,Unknown,Unknown,Unknown,Zoning / rezoning signal,Unknown,Completed / opened,opened,,,,Entitlement / Permitting,Lease-Up / Delivery,Project under entitlement,Delivered / Lease-Up,approval_watch,matched permit,73,25,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"First Projects Advance Under San Francisco's New Zoning Plan, But Costs Hold Pipeline To A Trickle",Bisnow,https://www.bisnow.com/san-francisco/news/multifamily/new-family-zoning-plan-housing-projects-sluggish-out-of-the-gate-134796,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0110,"Office-to-Residential Conversion - New York - Partnership Breaks Ground on $147M Affordable Housing Redevelopment in Poughkeepsie, New Y...",80,AST-20260602-037,art_6a5f8c07ab923779,"Partnership Breaks Ground on $147M Affordable Housing Redevelopment in Poughkeepsie, New York",https://rebusinessonline.com/partnership-breaks-ground-on-147m-affordable-housing-redevelopment-in-poughkeepsie-new-york/,2026-06-01T15:08:18Z,"The Wallace Department Store in Poughkeepsie, New York, was originally built in the 1870s and closed about 100 years later. The building has been completely vacant since 2022. The redevelopment plan calls for 69 apartments to be housed within the original building and for 118 new units to be constructed across two new buildings. Affordable Housing Development Multifamily New York Northeast Partnership Breaks Ground on $147M Affordable Housing Redevelopment in Poughkeepsie, New York by Taylor Wil",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity; Market Intelligence,repeat_penalized,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),48,accessible,"Office-to-Residential Conversion - New York - Partnership Breaks Ground on $147M Affordable Housing Redevelopment in Poughkeepsie, New Y...","Office-to-Residential Conversion - New York - Partnership Breaks Ground on $147M Affordable Housing Redevelopment in Poughkeepsie, New Y...",New York,Office conversion corridor,New York,New York,New York,Affordable Housing,Office-to-Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,69 apartments,$147M; $147M; $147m,,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown site control,Unknown,construction_delivery_watch,matched breaks ground,72,44,Relevant to underwriting benchmark,Monitor office conversion feasibility and policy support,"Partnership Breaks Ground on $147M Affordable Housing Redevelopment in Poughkeepsie, New York",REBusiness Online,https://rebusinessonline.com/partnership-breaks-ground-on-147m-affordable-housing-redevelopment-in-poughkeepsie-new-york/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0104,General Project Signal - National - Walker & Dunlop Leads $16.5B Fannie Mae Lending Market,100,AST-20260602-061,art_66511ccae140d33b,Walker & Dunlop Leads $16.5B Fannie Mae Lending Market,https://commercialobserver.com/2026/06/walker-dunlop-fannie-mae-lending/,"Mon, 01 Jun 2026 12:47:27 +0000","Residential · Multifamily National Finance Walker & Dunlop Leads $16.5B Fannie Mae Lending Market By Mike Haas June 1, 2026 8:47 am reprints CRED iQ Walker & Dunlop is the top Fannie Mae multifamily lender in 2026 year to date, originating $2.18 billion across 110 loans, according to CRED iQ proprietary loan analytics. The firm leads a concentrated agency lending market in which the 10 largest originators captured roughly 78 percent of all volume through mid-May. CRED iQ analyzed 1,071 Fannie Ma",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,General Project Signal - National - Walker & Dunlop Leads $16.5B Fannie Mae Lending Market,General Project Signal - National - Walker & Dunlop Leads $16.5B Fannie Mae Lending Market,National,General submarket monitoring,National,National,Unknown,Multifamily,Multifamily,Walker & Dunlop,Walker & Dunlop,Fannie Mae,Unknown,Unknown,Unknown,No explicit timing reference,,$16.5B; $16.5B; $2.18 billion,,General Project Signal,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,72,20,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Walker & Dunlop Leads $16.5B Fannie Mae Lending Market,Commercial Observer,https://commercialobserver.com/2026/06/walker-dunlop-fannie-mae-lending/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0159,General Project Signal - National - Lument Closes $28M Loan for Ohio Multifamily Property,80,AST-20260602-070,art_2392dd4c287c23be,Lument Closes $28M Loan for Ohio Multifamily Property,https://www.connectcre.com/stories/lument-closes-28m-loan-for-ohio-multifamily-property/,"Mon, 01 Jun 2026 21:25:08 +0000","Chicago & Midwest CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Chicago & Midwest + Midwest + Apartments | June 1, 2026 By: Jasmine Kilman Lument Closes $28M Loan for Ohio Multifamily Property Lument closed a $28 million U.S. Department of Housing and Urban Development (HUD)/Federal Housing Administration (FHA) Section 221(d)(4) loan to assist TFG Housing Resources and Raise Up with the substantial rehabilitation of Western Horiz",valid,title/source/url metadata are internally consistent,GP / Capital Activity,Market Intelligence,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,General Project Signal - National - Lument Closes $28M Loan for Ohio Multifamily Property,General Project Signal - National - Lument Closes $28M Loan for Ohio Multifamily Property,U.S.,General submarket monitoring,U.S.,National,Unknown,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$28M; $28M; $28 million,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,transaction / capital guard: loan,71,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Lument Closes $28M Loan for Ohio Multifamily Property,Connect CRE,https://www.connectcre.com/stories/lument-closes-28m-loan-for-ohio-multifamily-property/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0132,General Project Signal - Phoenix / Arizona - Empire Group Starts Work on $170M Phoenix Apartment Tower,80,AST-20260602-059,art_216836fb3c56bcd4,Empire Group Starts Work on $170M Phoenix Apartment Tower,https://www.connectcre.com/stories/empire-group-starts-work-on-170m-phoenix-apartment-tower/,"Wed, 27 May 2026 18:27:31 +0000","Phoenix & Southwest CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Phoenix & Southwest + Phoenix + Apartments | May 27, 2026 By: Mike Boyd Empire Group Starts Work on $170M Phoenix Apartment Tower Empire Group of Cos. has closed on a $131.2 million financing package and broken ground on The Whitney. The Phoenix Business Journal reports total development costs for the 24-story tower at the southwest corner of Central Avenue and McD",valid,title/source/url metadata are internally consistent,Development Activity,Market Intelligence,repeat_penalized,2026-05-27,2026-06-02,6,recent_4_14d,usable_recent,published date parsed; article age 6 day(s),58,accessible,General Project Signal - Phoenix / Arizona - Empire Group Starts Work on $170M Phoenix Apartment Tower,General Project Signal - Phoenix / Arizona - Empire Group Starts Work on $170M Phoenix Apartment Tower,Phoenix,General submarket monitoring,Phoenix,Phoenix / Arizona,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$170M; $170M; $131.2 million,,General Project Signal,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,71,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Empire Group Starts Work on $170M Phoenix Apartment Tower,Connect CRE Phoenix,https://www.connectcre.com/stories/empire-group-starts-work-on-170m-phoenix-apartment-tower/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0022,"Entitlement / Permitting - San Francisco / California - Demolition Permits Filed For 860-880 McAllister Street, San Francisco",100,AST-20260602-014,art_b552bc82623933f8,"Demolition Permits Filed For 860-880 McAllister Street, San Francisco",https://sfyimby.com/2026/06/demolition-permits-filed-for-860-880-mcallister-street-san-francisco.html,"Mon, 01 Jun 2026 12:30:21 +0000","880 McAllister Street, rendering by DLR Group By: Andrew Nelson 5:30 am on June 1, 2026 Demolition permits have been filed for three existing structures within the Freedom West housing cooperative in San Francisco’s Fillmore District . The application would bolster the construction of the first new complex of the Freedom West 2.0 masterplan with over a hundred units of affordable senior housing at 880 McAllister Street . MacFarlane Partners and Avanath Capital Management are the project sponsors",suspicious_duplicate,source-feed signal bleed suspected,Development Activity,,repeat_penalized,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),58,accessible,"Demolition Permits Filed For 860-880 McAllister Street, San Francisco","Demolition Permits Filed For 860-880 McAllister Street, San Francisco",860-880 McAllister Street,General submarket monitoring,Unknown,Los Angeles,San Francisco / California,Senior Housing,Senior Housing,MacFarlane Partners,MacFarlane Partners,Unknown,Unknown,Unknown,Unknown,2026,,,,Affordable / Density Bonus Strategy,Affordable / Density Bonus Strategy,Unknown site control,Unknown,approval_watch,matched permit,71,22,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones","Demolition Permits Filed For 860-880 McAllister Street, San Francisco",SF YIMBY,https://sfyimby.com/2026/06/demolition-permits-filed-for-860-880-mcallister-street-san-francisco.html,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0001,Adam Neumann’s Flow Makes First West Coast Acquisition,80,AST-20260602-015,art_fe0ae8bfe24c1fa8,Adam Neumann’s Flow Makes First West Coast Acquisition,https://www.connectcre.com/stories/adam-neumanns-flow-makes-first-west-coast-acquisition/,"Mon, 01 Jun 2026 15:41:54 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Bay Area + Apartments | June 1, 2026 By: Paul Bubny Adam Neumann’s Flow Makes First West Coast Acquisition Flow, the real estate company founded by WeWork co-founder Adam Neumann, has acquired The Fay residential tower at 10 E. Reed St. in downtown San Jose for $175 million, the Silicon Valley Business Journal reported. The deal marks the company’s entry into C",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),48,accessible,Adam Neumann’s Flow Makes First West Coast Acquisition,Adam Neumann’s Flow Makes First West Coast Acquisition,10 E. Reed St,Downtown infill,Unknown,Los Angeles,California,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Site acquired,Unknown,excluded,transaction / capital guard: acquired,68,36,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Adam Neumann’s Flow Makes First West Coast Acquisition,Connect CRE Apartments,https://www.connectcre.com/stories/adam-neumanns-flow-makes-first-west-coast-acquisition/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0154,General Project Signal - Miami / Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,100,AST-20260602-034,art_4cc2b5705959ef00,S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,"Fri, 08 May 2026 13:49:58 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + South Florida + Apartments | May 8, 2026 By: Mike Boyd S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan Catalfumo Companies landed a $401 million first-mortgage completion-to-inventory loan secured by The Ritz-Carlton Residences, Palm Beach Gardens, a 14-acre, three-tower luxury branded residential and private marina development on t",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-05-08,2026-06-02,25,stale_15_30d,stale_penalized,published date parsed; article age 25 day(s),35,accessible,General Project Signal - Miami / Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,General Project Signal - Miami / Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,South Florida,General submarket monitoring,South Florida,Miami / Florida,Unknown,Apartment,Apartment,Berkadia,Berkadia,Berkadia,Unknown,Unknown,Unknown,No explicit timing reference,,$401M; $401M; $401 million,,General Project Signal,Refinancing / Recapitalization,Unknown site control,Unknown,excluded,transaction / capital guard: loan,68,28,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Connect CRE South Florida,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0157,Construction Financing - Miami / Florida - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,AST-20260602-064,art_8c9207386c7ebe94,Miami Apartments Trade for $109.9M,https://www.connectcre.com/stories/miami-apartments-trade-for-109-9m/,"Tue, 26 May 2026 15:02:10 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + South Florida + Apartments | May 26, 2026 By: Mike Boyd Miami Apartments Trade for $109.9M The 266-unit Avida Aventura apartment complex at 19401 W. Dixie Highway in Miami was acquired by Breevest for nearly $110 million. The seller was Fifield Cos. The firm broke ground on Avida Aventura, its first Miami-Dade County project, in 2022 and com",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-05-26,2026-06-02,7,recent_4_14d,usable_recent,published date parsed; article age 7 day(s),55,accessible,Acquisition - Miami / Florida - Miami Apartments Trade for $109.9M,Acquisition - Miami / Florida - Miami Apartments Trade for $109.9M,South Florida,General submarket monitoring,South Florida,Miami / Florida,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Construction started,broke ground,,$109.9M; $109.9M; $110 million,,Acquisition,Development Start,Existing asset sale,Under Construction,excluded,transaction / capital guard: acquisition,68,18,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Miami Apartments Trade for $109.9M,Connect CRE South Florida,https://www.connectcre.com/stories/miami-apartments-trade-for-109-9m/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0121,Disposition / Exit - Other / Unknown - Newly Constructed Mid-Rise Multifamily Property Across from University of Chicago Hits the...,100,AST-20260602-060,art_ae1dfe9e9a104cd2,Newly Constructed Mid-Rise Multifamily Property Across from University of Chicago Hits the Market,https://yieldpro.com/2026/06/hyde-park-and-woodlawn/,"Mon, 01 Jun 2026 15:17:42 +0000","Deal boom Midwest-North region News Facebook Twitter Linkedin Chicago-based multifamily brokerage firm Essex Realty Group has been engaged to market for sale 825 E. 61st Street , a newly constructed 60-unit multifamily property located directly across from the University of Chicago campus at the intersection of Hyde Park and Woodlawn. Given the high demand for quality rental housing in the area, this property is ideally situated and offers spacious floor plans with high-quality finishes. Complet",suspicious_mismatch,title/source/url metadata are internally consistent; title and original_url slug appear to reference different articles,Market Intelligence,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Disposition / Exit - Other / Unknown - Newly Constructed Mid-Rise Multifamily Property Across from University of Chicago Hits the...,Disposition / Exit - Other / Unknown - Newly Constructed Mid-Rise Multifamily Property Across from University of Chicago Hits the...,Unknown,University-adjacent,Unknown,Other / Unknown,Unknown,Multifamily,Multifamily,Essex Realty Group,Essex Realty Group,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,transaction / capital guard: disposition,67,22,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Newly Constructed Mid-Rise Multifamily Property Across from University of Chicago Hits the Market,Yield PRO,https://yieldpro.com/2026/06/hyde-park-and-woodlawn/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0026,Converted Belmont Mill Trades for $55.5M,100,AST-20260602-019,art_e4a7e8fdf3c3fe83,Converted Belmont Mill Trades for $55.5M,https://www.connectcre.com/stories/converted-belmont-mill-trades-for-55-5m/,"Mon, 01 Jun 2026 14:42:03 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Carolinas + Apartments | June 1, 2026 By: Mike Boyd Converted Belmont Mill Trades for $55.5M Harbor Group International purchased Chronicle Mill at 96 Catawba St. in Belmont from Armada Hoffler Realty Trust (AH). The Charlotte Business Journal reports the Chronicle Mill is a 238-unit adaptive-reuse apartment complex with 9,000 square feet of commer",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Converted Belmont Mill Trades for $55.5M,Converted Belmont Mill Trades for $55.5M,96 Catawba St,General submarket monitoring,Atlanta,Los Angeles,Atlanta / Georgia,Student Housing,Student Housing,Harbor Group International,Harbor Group International,Unknown,Unknown,Unknown,Unknown,2026,,,000 square feet,General Asset Signal,General Asset Signal,Site acquired,Unknown,excluded,transaction override: operating asset sale/acquisition,65,19,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Converted Belmont Mill Trades for $55.5M,Connect CRE Apartments,https://www.connectcre.com/stories/converted-belmont-mill-trades-for-55-5m/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0110,"Office-to-Residential Conversion - New York - Partnership Breaks Ground on $147M Affordable Housing Redevelopment in Poughkeepsie, New Y...",80,AST-20260602-049,art_8a28bcfb4161c847,S3 Capital Provides $132M Loan for Washington Heights Student Housing,https://www.connectcre.com/stories/s3-capital-provides-131m-loan-for-washington-heights-student-housing/,"Mon, 01 Jun 2026 21:40:35 +0000","New York & Tri-State CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. New York & Tri-State + Uptown/Bronx + Student Housing | June 1, 2026 By: Paul Bubny S3 Capital Provides $132M Loan for Washington Heights Student Housing S3 Capital has originated a $131.5-million refinance and construction loan to fund the development of a 28-story purpose-built student housing tower located at 465 W. 165th St. in the Washington Heights neighborh",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Construction Financing - New York - S3 Capital Provides $132M Loan for Washington Heights Student Housing,Construction Financing - New York - S3 Capital Provides $132M Loan for Washington Heights Student Housing,New York,University-adjacent,New York,New York,New York,Student Housing,Student Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$132M; $132M; $131.5,,Construction Financing,General Asset Signal,Unknown site control,Unknown,excluded,transaction / capital guard: loan,63,51,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,S3 Capital Provides $132M Loan for Washington Heights Student Housing,Connect CRE,https://www.connectcre.com/stories/s3-capital-provides-131m-loan-for-washington-heights-student-housing/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0106,General Project Signal - National - Multifamily construction spending lower in April,80,AST-20260602-074,art_e0d0d512ef1a0bcf,Multifamily construction spending lower in April,https://yieldpro.com/2026/06/multifamily-construction-spending-lower-in-april/,"Mon, 01 Jun 2026 23:32:32 +0000","Apartment watch National News Facebook Twitter Linkedin The Census Bureau’s report on construction spending stated that the value of multifamily residential construction put in place in fell 0.28 percent in April from the revised level of the month before. Spending on single-family residential construction was higher, rising 1.41 percent, while spending on improvements was up 0.42 percent. The value of total private residential construction put in place in April 2026 was reported to be $910 bill",valid,title/source/url metadata are internally consistent,Market Intelligence,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),82,accessible,General Project Signal - National - Multifamily construction spending lower in April,General Project Signal - National - Multifamily construction spending lower in April,National,General submarket monitoring,National,National,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$910 b; $910,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,excluded generic policy / market article,63,29,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Multifamily construction spending lower in April,Yield PRO,https://yieldpro.com/2026/06/multifamily-construction-spending-lower-in-april/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0008,Interra Realty Brokers Sale of Bucktown Mixed-Use Property,80,AST-20260602-011,art_01f101c2d42f947b,Interra Realty Brokers Sale of Bucktown Mixed-Use Property,https://www.connectcre.com/stories/interra-realty-brokers-sale-of-bucktown-mixed-use-property/,"Mon, 01 Jun 2026 20:45:54 +0000","Chicago & Midwest CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Chicago & Midwest + North Side + Apartments | June 1, 2026 By: Jasmine Kilman Interra Realty Brokers Sale of Bucktown Mixed-Use Property Interra Realty brokered the $4.95 million sale of 2105 W. Caton St. in Chicago’s Bucktown neighborhood. The nine-unit mixed-use property traded for $550,000 per unit. Interra Senior Managing Partner Brad Feldman represented the buye",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Interra Realty Brokers Sale of Bucktown Mixed-Use Property,Interra Realty Brokers Sale of Bucktown Mixed-Use Property,2105 W. Caton St,Mixed-use corridor,Unknown,Other / Unknown,Other / Unknown,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Existing asset sale,Unknown,excluded,transaction / capital guard: sale,62,33,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Interra Realty Brokers Sale of Bucktown Mixed-Use Property,Connect CRE,https://www.connectcre.com/stories/interra-realty-brokers-sale-of-bucktown-mixed-use-property/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0060,JV / Partnership - Houston / Texas - Eastham Capital Announces Disposition of Multifamily Asset in Humble Texas Eagle Crest Apa...,80,AST-20260602-062,art_0375084c9ead09c1,Eastham Capital Announces Disposition of Multifamily Asset in Humble Texas Eagle Crest Apartments,https://yieldpro.com/2026/06/eagle-crest-apartments/,"Mon, 01 Jun 2026 20:59:30 +0000","Deal boom Midwest-South region News Facebook Twitter Linkedin Eastham Capital , a private equity real estate firm dedicated to providing superior, risk-adjusted returns to investors through the transformation of undervalued multifamily real estate, announced the disposition of a multifamily community, Eagle Crest Apartments , a 200-unit apartment community located in Humble, a suburb of Houston, Texas. Eagle Crest Apartments was acquired in 2017 by Eastham Capital Fund V, LP, as a joint venture ",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,JV / Partnership - Houston / Texas - Eastham Capital Announces Disposition of Multifamily Asset in Humble Texas Eagle Crest Apa...,JV / Partnership - Houston / Texas - Eastham Capital Announces Disposition of Multifamily Asset in Humble Texas Eagle Crest Apa...,Houston,General submarket monitoring,Houston,Houston / Texas,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,JV / Partnership,General Asset Signal,Unknown site control,Unknown,excluded,transaction / capital guard: disposition,61,33,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Eastham Capital Announces Disposition of Multifamily Asset in Humble Texas Eagle Crest Apartments,Yield PRO,https://yieldpro.com/2026/06/eagle-crest-apartments/,Low
