run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0034,Development Start - Sun Belt - The NRP Group Celebrates Groundbreaking of 348-Unit Affordable Housing Development in Sout...,80,2026-05-20 04:06:06,Development Start - Sun Belt - The NRP Group Celebrates Groundbreaking of 348-Unit Affordable Housing Development in Sout...,Development Start,Affordable Housing,Affordable Housing,Sun Belt,Austin,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,,,,,,,,,broke ground,,41,Monitor,Pipeline / supply signal,The NRP Group Celebrates Groundbreaking of 348-Unit Affordable Housing Development in Southeast Austin,Yield PRO,https://yieldpro.com/2026/05/sanara/,60,DFP-844734C187,55,Development Start - Development Start - Sun Belt - The NRP Group Celebrates Groundbreaking of 348-Unit Affordable Housing Development in Sout...,Development Start - Unknown - Sun Belt,DCL-20260520-062,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0095,Office-to-Residential Conversion - New York - Developers Secure $98M Financing for Conversion of Harlem Correctional Facility,80,2026-05-20 04:06:06,Entitlement / Permitting - New York - NYC unveils plan to speed up affordable housing development,Entitlement / Permitting,Affordable Housing,Affordable Housing,New York,New York,New York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New York,,,,,,,,,,,permitting,41,Monitor,Entitlement / zoning watch,NYC unveils plan to speed up affordable housing development,Multifamily Dive,https://www.multifamilydive.com/news/nyc-speed-affordable-housing-development/820640/,61,DFP-5EF658F0BD,55,Entitlement / Permitting - Entitlement / Permitting - New York - NYC unveils plan to speed up affordable housing development,Entitlement / Permitting - Unknown - New York,DCL-20260520-063,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0153,Disposition / Exit - Texas - LifeCare Sells Texas Luxury Multifamily Senior Community in Tyler Texas,80,2026-05-20 04:06:06,Disposition / Exit - Texas - LifeCare Sells Texas Luxury Multifamily Senior Community in Tyler Texas,Disposition / Exit,Multifamily,Multifamily,Texas,Texas,Texas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Texas,,,,,,,,,,,,39,Low Detail Signal,Monitor only,LifeCare Sells Texas Luxury Multifamily Senior Community in Tyler Texas,Yield PRO,https://yieldpro.com/2026/05/the-blake-at-tyler/,65,DFP-BB6A26FF61,55,Disposition / Exit - Disposition / Exit - Texas - LifeCare Sells Texas Luxury Multifamily Senior Community in Tyler Texas,Disposition / Exit - Unknown - Texas,DCL-20260520-064,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024,Entitlement / Permitting,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,permit,37,Low Detail Signal,Entitlement / zoning watch,Shorter Apartment Construction Time in 2024,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2025/10/shorter-apartment-construction-time-in-2024/,76,DFP-57A3A9A4F0,45,Entitlement / Permitting - Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024,Entitlement / Permitting - Unknown - Other / Unknown,DCL-20260520-065,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,Entitlement / Permitting - Other / Unknown - Builders Stay Cautious as Single-Family Permits Weaken,Entitlement / Permitting,Multifamily,Multifamily,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,permitting,33,Low Detail Signal,Entitlement / zoning watch,Builders Stay Cautious as Single-Family Permits Weaken,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2025/10/builders-stay-cautious-as-single-family-permits-weaken/,66,DFP-C96F67339E,45,Entitlement / Permitting - Entitlement / Permitting - Other / Unknown - Builders Stay Cautious as Single-Family Permits Weaken,Entitlement / Permitting - Unknown - Other / Unknown,DCL-20260520-066,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Development Start,Multifamily,Multifamily,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,32,Low Detail Signal,Pipeline / supply signal,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,63,DFP-B90543DC0D,45,Development Start - Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Development Start - Unknown - Other / Unknown,DCL-20260520-067,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,Development Start - Other / Unknown - Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at...,Development Start,Mixed-Use Residential,Mixed-Use Residential,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,32,Low Detail Signal,Pipeline / supply signal,Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at Ardmore in Philadelphia,Yield PRO,https://yieldpro.com/2026/05/the-piazza-at-ardmore/,64,DFP-6508E5D9F9,45,Development Start - Development Start - Other / Unknown - Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at...,Development Start - Unknown - Other / Unknown,DCL-20260520-068,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Development Start,Multifamily,Multifamily,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,32,Low Detail Signal,Pipeline / supply signal,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,63,DFP-929C698B57,45,Development Start - Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Development Start - Unknown - Other / Unknown,DCL-20260520-069,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,Development Start,Multifamily,Multifamily,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,32,Low Detail Signal,Pipeline / supply signal,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,63,DFP-9635218EA1,45,Development Start - Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,Development Start - Unknown - Other / Unknown,DCL-20260520-070,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,General Project Signal,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,completed,,27,Low Detail Signal,Monitor only,Multifamily Absorption Rate Remains Below 50%,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/multifamily-absorption-rate-remains-below-50/,78,DFP-AE0C2C64AA,45,General Project Signal - General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,General Project Signal - Unknown - Other / Unknown,DCL-20260520-071,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Disposition / Exit,Multifamily,Multifamily,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,26,Low Detail Signal,Monitor only,NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/nahb-hbgi-micro-markets-lone-bright-spot-for-single-family-building-in-fourth-quarter/,57,DFP-1563B53CA0,45,Disposition / Exit - Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Disposition / Exit - Unknown - Other / Unknown,DCL-20260520-072,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill,BTR / Build-to-Rent,BTR / Single-Family Rental,BTR / Single-Family Rental,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,24,Low Detail Signal,Pipeline / supply signal,Build-to-rent sale mandate cut from House’s ROAD to Housing bill,Multifamily Dive,https://www.multifamilydive.com/news/build-to-rent-house-road-to-housing-bill/820391/,50,DFP-428AB2DAAB,45,BTR / Build-to-Rent - BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill,BTR / Build-to-Rent - Unknown - Other / Unknown,DCL-20260520-073,1
