run_date,run_id,run_timestamp,entity_type,entity_name,signal_type,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,persistence_score,momentum_direction,signal_acceleration,recurring_signal_label,historical_importance_score,longitudinal_conviction_score,institutional_persistence_score,capital_flow_strength_score
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Disposition / Exit - Other / Unknown - Insight Property Group Completes $17M Sale of Hunters Branch Townhome Site and Starts $174... -> Disposition / Exit - Other / Unknown - Insight Property Group Completes $17M Sale of Hunters Branch Townhome Site and Starts $174...,Disposition / Seller,Other / Unknown,,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,44,46,66,48
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,General Project Signal - Other / Unknown - Construction to Begin on Apartments in Evanston -> General Project Signal - Other / Unknown - Construction to Begin on Apartments in Evanston,Pricing / Valuation Signal,Other / Unknown,,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,44,46,66,48
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,"General Project Signal - Southeast - Bradford Allen Opens 301-Unit Arbor House Apartments in Arlington Heights, Illinois -> Southeast",Market Expansion,Southeast,,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,44,46,66,48
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> Los Angeles,Pricing / Valuation Signal,Other / Unknown,,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,44,46,66,48
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> National,Development Activity,National,,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,44,46,66,48
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> Texas,Acquisition / Buyer,Texas,,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,44,46,66,48
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,BTR / Build-to-Rent - Sun Belt - NexMetro Debuts 229-Unit San Tan Valley BTR Community,BTR / Build-to-Rent,Sun Belt,BTR / Single-Family Rental,2026-05-19,2026-05-20,2,1,53,Stable,0,Emerging,43,49,49,42
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"Development Start - Seattle - Quarterra, MacNaughton Advance Construction on 796-Unit Seattle MF Project",Development Start,Seattle,Apartment,2026-05-20,2026-05-20,1,1,53,Stable,1,Emerging,43,49,49,42
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,Entitlement / Permitting,Sun Belt,Apartment,2026-05-19,2026-05-20,2,1,53,Stable,0,Emerging,43,49,49,42
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Quarterra,Development Start,Seattle,Apartment,2026-05-20,2026-05-20,1,1,53,Stable,1,Emerging,43,49,49,42
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,Student Housing,Campus-adjacent demand and partnership signal,Sun Belt,Student Housing,2026-05-20,2026-05-20,1,1,53,Stable,1,Emerging,43,49,49,42
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Carmel Partners,acquisition; disposition / exit; JV / partnership,New York,Multifamily,2026-05-20,2026-05-20,1,1,52,Stable,1,Emerging,43,48,48,42
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Development Start - Other / Unknown - Missing Middle Weakness,Development Start,Other / Unknown,Apartment,2026-05-19,2026-05-20,2,1,52,Stable,0,Emerging,43,48,48,42
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Office-to-Residential Conversion - New York - Developers Secure $98M Financing for Conversion of Harlem Correctional Facility,Office-to-Residential Conversion,New York,Apartment,2026-05-20,2026-05-20,1,1,52,Stable,1,Emerging,43,48,48,42
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,UDR,acquisition; disposition / exit; JV / partnership,New York,Multifamily,2026-05-20,2026-05-20,1,1,52,Stable,1,Emerging,43,48,48,42
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Acquisition - New York - Benchmark Buys Upper West Side Apartment Building From Heller for $42M,Acquisition,New York,Apartment,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,43,48,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"Disposition / Exit - New York - Kislak Negotiates $6.8M Sale of Apartment Building in North Bergen, New Jersey",Disposition / Exit,New York,Apartment,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,43,48,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Entitlement / Permitting - Other / Unknown - Builders Stay Cautious as Single-Family Permits Weaken,Entitlement / Permitting,Other / Unknown,Multifamily,2026-05-19,2026-05-20,2,1,51,Stable,0,Emerging,43,48,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024,Entitlement / Permitting,Other / Unknown,Apartment,2026-05-19,2026-05-20,2,1,51,Stable,0,Emerging,43,48,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,JV / Partnership - Sun Belt - ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,JV / Partnership,Sun Belt,Multifamily,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,43,48,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> New York,Entitlement / Permitting,New York,,2026-05-20,2026-05-20,1,1,47,Stable,1,Emerging,43,45,66,48
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Disposition / Exit - Texas - LifeCare Sells Texas Luxury Multifamily Senior Community in Tyler Texas -> Texas,Disposition / Seller,Texas,,2026-05-20,2026-05-20,1,1,46,Stable,1,Emerging,43,45,66,47
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Development Start,Other / Unknown,Multifamily,2026-05-19,2026-05-20,2,1,50,Stable,0,Emerging,42,47,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Development Start - Other / Unknown - Insight Property Group Begins Construction on $175M Multifamily Development,Development Start,Other / Unknown,Apartment,2026-05-20,2026-05-20,1,1,50,Stable,1,Emerging,42,47,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Development Start - Other / Unknown - Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at...,Development Start,Other / Unknown,Mixed-Use Residential,2026-05-19,2026-05-20,2,1,50,Stable,0,Emerging,42,47,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Development Start,Other / Unknown,Multifamily,2026-05-19,2026-05-20,2,1,50,Stable,0,Emerging,42,47,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,Development Start,Other / Unknown,Multifamily,2026-05-19,2026-05-20,2,1,50,Stable,0,Emerging,42,47,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Disposition / Exit - Other / Unknown - Insight Property Group Completes $17M Sale of Hunters Branch Townhome Site and Starts $174...,Disposition / Exit,Other / Unknown,Apartment,2026-05-20,2026-05-20,1,1,50,Stable,1,Emerging,42,47,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Disposition / Exit - Sun Belt - Institutional Property Advisors Brokers Luxury Apartment Sale in Dallas,Disposition / Exit,Sun Belt,Apartment,2026-05-20,2026-05-20,1,1,50,Stable,1,Emerging,42,47,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,General Project Signal - Sun Belt - Woodfield Tops Out 325-Unit Apartment Community in Atlanta,General Project Signal,Sun Belt,Workforce Housing,2026-05-20,2026-05-20,1,1,50,Stable,1,Emerging,42,47,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Acquisition - Texas - Apartment Investor Targets San Antonio Value-Add Rental Assets,Acquisition,Texas,Apartment,2026-05-20,2026-05-20,1,1,49,Stable,1,Emerging,42,46,47,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill,BTR / Build-to-Rent,Other / Unknown,BTR / Single-Family Rental,2026-05-19,2026-05-20,2,1,49,Stable,0,Emerging,42,46,47,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Disposition / Exit,Other / Unknown,Multifamily,2026-05-19,2026-05-20,2,1,49,Stable,0,Emerging,42,46,47,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,General Project Signal,Other / Unknown,Apartment,2026-05-19,2026-05-20,2,1,49,Stable,0,Emerging,42,46,47,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"General Project Signal - Southeast - Bradford Allen Opens 301-Unit Arbor House Apartments in Arlington Heights, Illinois",General Project Signal,Southeast,Mixed-Use Residential,2026-05-20,2026-05-20,1,1,49,Stable,1,Emerging,42,46,47,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"Development Start - National - Construction Starts For 2700 International Boulevard, Oakland",Development Start,National,Apartment,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,42,46,46,40
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Development Start - Sun Belt - The NRP Group Celebrates Groundbreaking of 348-Unit Affordable Housing Development in Sout...,Development Start,Sun Belt,Affordable Housing,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,42,46,46,40
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Disposition / Exit - Sun Belt - Marcus & Millichap Brokers North Dallas Multifamily Asset Sale,Disposition / Exit,Sun Belt,Multifamily,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,42,46,46,40
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Entitlement / Permitting - New York - NYC unveils plan to speed up affordable housing development,Entitlement / Permitting,New York,Affordable Housing,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,42,46,46,40
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,General Project Signal - Other / Unknown - Construction to Begin on Apartments in Evanston,General Project Signal,Other / Unknown,Affordable Housing,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,42,46,46,40
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,General Project Signal - Other / Unknown - The Community Builders Completes 64-Unit Affordable Housing Development in Cleveland,General Project Signal,Other / Unknown,Affordable Housing,2026-05-20,2026-05-20,1,1,48,Stable,1,Emerging,42,46,46,40
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Camden Property Trust -> Los Angeles,Entitlement / Permitting,Other / Unknown,,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,42,44,65,47
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Camden Property Trust -> camden,Entitlement / Permitting,Other / Unknown,,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,42,44,65,47
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Dallas,Financing Risk,Dallas,,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,42,44,45,59
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,"Entitlement / Permitting - Other / Unknown - Preliminary Permits Filed For 3350 West Bayshore Road, Palo Alto -> Entitlement / Permitting - Other / Unknown - Preliminary Permits Filed For 3350 West Bayshore Road, Palo Alto",Entitlement / Permitting,Other / Unknown,,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,42,44,65,47
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Relationship Edge,Los Angeles -> Houston,Market Expansion,Sun Belt,,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,42,44,65,47
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Phoenix,Financing Risk,Phoenix,,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,42,44,45,59
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Florida,Developer Strategy,Florida,,2026-05-19,2026-05-20,2,1,63,Stable,0,Emerging,41,54,54,46
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Disposition / Exit - Texas - LifeCare Sells Texas Luxury Multifamily Senior Community in Tyler Texas,Disposition / Exit,Texas,Multifamily,2026-05-20,2026-05-20,1,1,47,Stable,1,Emerging,41,45,46,40
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Regime,Selective Capital Re-entry,Very Strong,,,2026-05-19,2026-05-20,2,1,62,Stable,0,Emerging,40,53,54,46
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Regime,Supply Pressure,Very Strong,,,2026-05-19,2026-05-20,2,1,62,Stable,0,Emerging,40,53,54,46
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,New York,Institutional Flow,New York,,2026-05-19,2026-05-20,2,1,60,Stable,0,Emerging,40,52,52,45
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Seattle,Developer Strategy,Seattle,,2026-05-20,2026-05-20,1,1,60,Stable,1,Emerging,40,52,52,45
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Sun Belt,Developer Strategy,Sun Belt,,2026-05-19,2026-05-20,2,1,60,Stable,0,Emerging,40,52,52,45
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Acquisition - Sun Belt - Milburn & Company Acquires Luxury 339-Unit Multifamily Community Ascend at Longbow Highpoi...,Acquisition,Sun Belt,Multifamily,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,40,43,45,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,Affordable Housing,Affordability and subsidy program monitoring signal,New York,Affordable Housing,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,40,43,45,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"BTR / Build-to-Rent - Other / Unknown - Cushman & Wakefield Brokers $26.4M Sale of Build-to-Rent Community in Matteson, Illinois",BTR / Build-to-Rent,Other / Unknown,BTR / Single-Family Rental,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,40,43,45,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,BTR / Single-Family Rental,Potential expansion or product diversification signal,Other / Unknown,BTR / Single-Family Rental,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,40,43,45,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Camden Property Trust,Entitlement / Permitting,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,40,43,45,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Entitlement / Permitting - Other / Unknown - High Street Residential and Camden Property Trust Advance Durham North Carolina Apartment...,Entitlement / Permitting,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,0,45,Weakening,-1,Fading,40,43,45,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Camden Property Trust,entitlement,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,0,44,Weakening,-1,Fading,40,42,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"Entitlement / Permitting - Other / Unknown - Preliminary Permits Filed For 3350 West Bayshore Road, Palo Alto",Entitlement / Permitting,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,0,44,Weakening,-1,Fading,40,42,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community...,General Project Signal,Other / Unknown,Affordable Housing,2026-05-19,2026-05-19,1,0,44,Weakening,-1,Fading,40,42,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,General Project Signal - Sun Belt - 13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamil...,General Project Signal,Sun Belt,Mixed-Use Residential,2026-05-19,2026-05-19,1,0,44,Weakening,-1,Fading,40,42,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,General Project Signal - Sun Belt - Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Kat...,General Project Signal,Sun Belt,Affordable Housing,2026-05-19,2026-05-19,1,0,44,Weakening,-1,Fading,40,42,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,High Street Residential,entitlement,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,0,44,Weakening,-1,Fading,40,42,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,Manufactured Housing,Lower-cost housing and alternative residential platform signal,None detected,Manufactured Housing,2026-05-19,2026-05-20,2,1,44,Stable,0,Emerging,40,42,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Office-to-Residential Conversion,Sun Belt,Office-to-Residential Conversion,2026-05-19,2026-05-19,1,0,44,Weakening,-1,Fading,40,42,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,Senior Housing,Demographic demand and operating capability signal,None detected,Senior Housing,2026-05-19,2026-05-19,1,0,44,Weakening,-1,Fading,40,42,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,Student Housing,Campus-adjacent demand and partnership signal,None detected,Student Housing,2026-05-19,2026-05-19,1,0,44,Weakening,-1,Fading,40,42,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,Workforce Housing,Affordability and subsidy program monitoring signal,None detected,Workforce Housing,2026-05-19,2026-05-19,1,0,44,Weakening,-1,Fading,40,42,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Regime,Financing Stress,Strong,,,2026-05-19,2026-05-20,2,1,59,Stable,0,Emerging,39,51,52,45
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,National / Other,Developer Strategy,National / Other,,2026-05-19,2026-05-20,2,1,59,Stable,0,Emerging,39,51,52,45
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Southeast,Institutional Flow,Southeast,,2026-05-19,2026-05-20,2,1,59,Stable,0,Emerging,39,51,52,45
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Blackstone,JV / Partnership,New York,General Residential,2026-05-19,2026-05-20,2,1,58,Stable,0,Emerging,39,50,52,44
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,JV / Partnership,New York,General Residential,2026-05-19,2026-05-20,2,1,58,Stable,0,Emerging,39,50,52,44
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Phoenix,Developer Strategy,Phoenix,,2026-05-20,2026-05-20,1,1,57,Stable,1,Emerging,39,50,51,44
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Regime,Developer Strategy Shift,Moderate,,,2026-05-19,2026-05-20,2,1,56,Stable,0,Emerging,38,49,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Acquisition - Sun Belt - COFE Acquires 400K-SF Atlanta Warehouse Project,Acquisition,Sun Belt,General Residential,2026-05-19,2026-05-20,2,1,55,Stable,0,Emerging,38,48,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Dallas,Institutional Flow,Dallas,,2026-05-20,2026-05-20,1,1,55,Stable,1,Emerging,38,48,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Texas,Institutional Flow,Texas,,2026-05-20,2026-05-20,1,1,55,Stable,1,Emerging,38,48,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,Blackstone,General Project Signal,New York,General Residential,2026-05-19,2026-05-20,2,1,54,Stable,0,Emerging,38,48,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,General Project Signal - New York - Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve...,General Project Signal,New York,General Residential,2026-05-19,2026-05-20,2,1,54,Stable,0,Emerging,38,48,50,43
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"Acquisition - Sun Belt - BGO Acquires 851,500 SF Logistics Facility in Metro Charlotte",Acquisition,Sun Belt,General Residential,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,37,45,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Acquisition - Sun Belt - Finmarc Sells Capital Marketplace Retail Center in Raleigh for $80.6M,Acquisition,Sun Belt,General Residential,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,37,45,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5M Acquisition Financing for Houston Luxury Residential Comm...,Acquisition,Sun Belt,General Residential,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,37,45,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,BGO,Acquisition,Sun Belt,General Residential,2026-05-20,2026-05-20,1,1,51,Stable,1,Emerging,37,45,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,GP / Developer,BGO,acquisition; disposition / exit,Sun Belt,General Residential,2026-05-20,2026-05-20,1,1,50,Stable,1,Emerging,36,44,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,General Residential,General residential market monitoring,Sun Belt,General Residential,2026-05-20,2026-05-20,1,1,50,Stable,1,Emerging,36,44,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Regime,Policy / Entitlement Watch,Moderate,,,2026-05-20,2026-05-20,1,1,50,Stable,1,Emerging,36,44,48,41
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Regime,Construction Cost Pressure,Not Detected,,,2026-05-19,2026-05-20,2,1,45,Stable,0,Emerging,34,41,45,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Regime,Stable Monitoring Environment,Not Detected,,,2026-05-19,2026-05-20,2,1,44,Stable,0,Emerging,34,40,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Texas,Developer Strategy,Texas,,2026-05-19,2026-05-19,1,0,44,Weakening,-1,Fading,34,40,44,39
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Deal / Project,"Acquisition - Sun Belt - 11North Acquires 285,497 SF Grocery-Anchored Retail Center in Altamonte Springs, Florida",Acquisition,Sun Belt,General Residential,2026-05-19,2026-05-19,1,0,43,Weakening,-1,Fading,34,39,44,38
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Residential Sector,General Residential,General residential market monitoring,New York,General Residential,2026-05-19,2026-05-19,1,0,43,Weakening,-1,Fading,34,39,44,38
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Regime,Policy / Entitlement Watch,Strong,,,2026-05-19,2026-05-19,1,0,43,Weakening,-1,Fading,34,39,44,38
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market / Region,Seattle,None detected,Seattle,,2026-05-19,2026-05-19,1,0,43,Weakening,-1,Fading,34,39,44,38
