run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-078,art_a1223c85a4d2d0cc,valid,Development Activity,,new_or_fresh,100,accessible,Entitlement / Permitting - Other / Unknown - Scissor stairs may lower Washington multifamily building costs,Unknown,Unknown,Multifamily,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,,Reappearing,29,48,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Scissor stairs may lower Washington multifamily building costs,HousingWire,https://www.housingwire.com/articles/scissor-stairs-washington-costs/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-052,art_300337cf79018943,valid,GP / Capital Activity,,new_or_fresh,100,accessible,"Acquisition - Other / Unknown - Avison Young Negotiates $19.1M Sale of Apartment Building in Wethersfield, Connecticut",Unknown,Unknown,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,32,47,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Avison Young Negotiates $19.1M Sale of Apartment Building in Wethersfield, Connecticut",REBusiness Online,https://rebusinessonline.com/avison-young-negotiates-19-1m-sale-of-apartment-building-in-wethersfield-connecticut/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-047,art_dbd4ef5859173dcf,valid,GP / Capital Activity,,new_or_fresh,100,accessible,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,Unknown,Unknown,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,32,47,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquisition Financing,Yield PRO,https://yieldpro.com/2026/05/river-oaks-apartments-norfolk/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-048,art_fb31f648fa0ce1ca,valid,GP / Capital Activity,,new_or_fresh,100,accessible,General Project Signal - Other / Unknown - Merchants Capital Provides $99M in Financing for Indiana Workforce Housing,Unknown,Unknown,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,32,47,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Merchants Capital Provides $99M in Financing for Indiana Workforce Housing,Connect CRE Apartments,https://www.connectcre.com/stories/merchants-capital-provides-99m-in-financing-for-indiana-workforce-housing/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-067,art_04cbffa23673da57,valid,Development Activity,Market Intelligence,repeat_penalized,55,accessible,General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,Unknown,Unknown,Apartment,Unknown,Unknown,Delivery / Opening,construction_delivery_watch,matched completed,Delivery / Opening,Mature / Operating,20,46,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Completed / opened; Lease-Up / Delivery; completed,Multifamily Absorption Rate Remains Below 50%,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/multifamily-absorption-rate-remains-below-50/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-063,art_c49101dd4881b591,valid,Development Activity,Market Intelligence,repeat_penalized,55,accessible,Development Start - Other / Unknown - Missing Middle Weakness,Unknown,Unknown,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,31,42,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Development Start; No explicit timing reference,Missing Middle Weakness,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/missing-middle-weakness/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0087,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,LC-20260529-065,art_0c6df5f2d977782e,valid,GP / Capital Activity,,repeat_penalized,55,accessible,Grand Peaks Sells Miami-Area Apartments for $65.5M,Sun Belt,Miami,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,30,42,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; 2026,Grand Peaks Sells Miami-Area Apartments for $65.5M,Connect CRE South Florida,https://www.connectcre.com/stories/grand-peaks-sells-miami-area-apartments-for-65-5m/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0087,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,LC-20260529-066,art_0c6df5f2d977782e,valid,GP / Capital Activity,,repeat_penalized,55,accessible,Disposition / Exit - Sun Belt - Grand Peaks Sells Miami-Area Apartments for $65.5M,Sun Belt,Miami,Apartment,Unknown,Unknown,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,30,41,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Grand Peaks Sells Miami-Area Apartments for $65.5M,Connect CRE South Florida,https://www.connectcre.com/stories/grand-peaks-sells-miami-area-apartments-for-65-5m/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-069,art_1074db2db81b055d,valid,GP / Capital Activity,,new_or_fresh,100,accessible,JV / Partnership - Other / Unknown - $910M Student Housing Portfolio Sale Facilitated by Institutional Property Joint Venture,Unknown,Unknown,Student Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,29,41,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,$910M Student Housing Portfolio Sale Facilitated by Institutional Property Joint Venture,Yield PRO,https://yieldpro.com/2026/05/ares-real-estate-fund/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0098,"Construction Financing - New York - Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",80,LC-20260529-079,,,,,,,,Speaker Spotlight: Adam Greene of RXR,New York,Other / Unknown,Office-to-Residential Conversion,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,28,41,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; 2026,Speaker Spotlight: Adam Greene of RXR,Commercial Observer,https://commercialobserver.com/2026/05/speaker-spotlight-adam-greene-of-rxr/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-070,art_98afa921a83b7cdb,valid,GP / Capital Activity,,acceptable_repeat,70,accessible,"JV / Partnership - Other / Unknown - Scion Group, Ares Management Corp. partner for $910M student housing buy",Unknown,Unknown,Student Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,29,40,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Scion Group, Ares Management Corp. partner for $910M student housing buy",Multifamily Dive,https://www.multifamilydive.com/news/scion-ares-management-student-housing-buy/821123/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-073,art_bbf68370d5e8064d,valid,Market Intelligence,,acceptable_repeat,70,accessible,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,Unknown,Unknown,Multifamily,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,29,39,Immediate / 0-3 Months,Unknown,Unknown,Unknown,Unknown,Low relevance,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Development Start; 2026,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-074,art_695932dbcd227470,valid,Market Intelligence,,repeat_penalized,55,accessible,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Unknown,Unknown,Multifamily,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,29,39,Immediate / 0-3 Months,Unknown,Unknown,Unknown,Unknown,Low relevance,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Development Start; 2025,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-075,art_a18108b1d53a8afa,valid,Market Intelligence,,repeat_penalized,55,accessible,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Unknown,Unknown,Multifamily,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,29,39,Immediate / 0-3 Months,Unknown,Unknown,Unknown,Unknown,Low relevance,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Development Start; in 2025,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-076,art_7836a522c6b8b1a5,valid,Market Intelligence,,repeat_penalized,55,accessible,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,Unknown,Unknown,Multifamily,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,29,39,Immediate / 0-3 Months,Unknown,Unknown,Unknown,Unknown,Low relevance,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Development Start; 2025,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0063,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,LC-20260529-083,art_b89c31247b8e08d2,valid,Article Feed,,acceptable_repeat,78,accessible,W. Palm Beach Developer Eyeing 25-Story Apartment Tower,Florida,Unknown,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Unknown,29,33,Unknown Timing,Unknown,Unknown,Unknown,Unknown,Low relevance,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; 2026,W. Palm Beach Developer Eyeing 25-Story Apartment Tower,Connect CRE South Florida,https://www.connectcre.com/stories/w-palm-beach-developer-eyeing-25-story-apartment-tower/,Low
2026-05-29,20260529-230138-14a22af3,PRJ-20260529-0136,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,80,LC-20260529-082,art_d4039cdfbf50dd7d,valid,Article Feed,,repeat_penalized,55,accessible,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Unknown,Unknown,Multifamily,Unknown,Unknown,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,29,26,Unknown Timing,Unknown,Unknown,Unknown,Unknown,Low relevance,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/nahb-hbgi-micro-markets-lone-bright-spot-for-single-family-building-in-fourth-quarter/,Low
