run_date,run_id,signal_quality_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,source_quality_score,multi_source_confirmation_score,specificity_score,lifecycle_consistency_score,persistence_score,overall_signal_quality_score,signal_quality_label,institutional_confidence_label,false_positive_risk,signal_decay_risk,supporting_source_count,recurring_observation_count,lifecycle_consistency_flag,multi_source_confirmation_flag,recommended_signal_action,evidence_summary,confidence_reason
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-123,PRJ-20260530-0104,Merchants Capital Provides $99M in Financing for Indiana Workforce Housing,Other / Unknown,Unknown,General Project Signal - Other / Unknown - Merchants Capital Provides $99M in Financing for Indiana Workforce Housing,General Residential,50,23,65,60,12,42,Weak Signal,Speculative,High,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-124,PRJ-20260530-0098,Missing Middle Weakness,Other / Unknown,Unknown,Development Start - Other / Unknown - Missing Middle Weakness,General Residential,50,23,65,60,12,42,Weak Signal,Speculative,High,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-125,PRJ-20260530-0105,Multifamily Absorption Rate Remains Below 50%,Other / Unknown,Unknown,General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,General Residential,50,23,65,60,12,42,Weak Signal,Speculative,High,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-126,PRJ-20260530-0094,Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquisition Financing,Other / Unknown,Unknown,Acquisition - Other / Unknown - Multifamily Community River Oaks Apartments in Norfolk Virginia Sells for $10M with Acquis...,General Residential,50,23,65,60,12,42,Weak Signal,Speculative,High,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-127,PRJ-20260530-0101,NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Other / Unknown,Unknown,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,General Residential,50,23,65,60,12,42,Weak Signal,Speculative,High,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-128,PRJ-20260530-0099,Overall Housing Starts Inch Lower in 2025,Other / Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,General Residential,50,23,65,60,12,42,Weak Signal,Speculative,High,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-129,PRJ-20260530-0107,"Scion Group, Ares Management Corp. partner for $910M student housing buy",Other / Unknown,Unknown,"JV / Partnership - Other / Unknown - Scion Group, Ares Management Corp. partner for $910M student housing buy",General Residential,50,23,65,60,12,42,Weak Signal,Speculative,High,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-130,PRJ-20260530-0103,Scissor stairs may lower Washington multifamily building costs,Other / Unknown,Unknown,Entitlement / Permitting - Other / Unknown - Scissor stairs may lower Washington multifamily building costs,General Residential,50,23,65,60,12,42,Weak Signal,Speculative,High,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-131,PRJ-20260530-0100,Third Quarter 2025 Multifamily Construction Data,Other / Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,General Residential,50,23,65,60,12,42,Weak Signal,Speculative,High,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-033,PRJ-20260530-0077,Refinancing - Other / Unknown - $46M Bridge Loan Refinances Newly Built Moreno Valley Apartments Villa Annette,Unknown,Unknown,Unknown,Apartment,45,23,70,60,55,40,Weak Signal,Speculative,High,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; limited recurrence; specific project / sponsor / location clues; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-040,PRJ-20260530-0031,"Logos Faith, St. Rest Break Ground on 138-Unit Affordable Housing",California,Unknown,Unknown,Affordable Housing,45,23,60,60,52,37,Noise Risk,Weak,High,Likely Noise,1,1,Needs Review,Single Source,Deprioritize,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-043,PRJ-20260530-0021,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",California,Unknown,Unknown,Apartment,45,23,60,60,50,37,Noise Risk,Weak,High,Likely Noise,1,1,Needs Review,Single Source,Deprioritize,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-044,PRJ-20260530-0013,JBG SMITH Commences Office-to-Residential Conversion in National Landing,National,Unknown,Unknown,Office-to-Residential Conversion,45,23,60,60,50,37,Noise Risk,Weak,High,Likely Noise,1,1,Needs Review,Single Source,Deprioritize,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-051,PRJ-20260530-0001,"Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",New York,Unknown,Unknown,Mixed-Use Residential,45,23,60,60,48,37,Noise Risk,Weak,High,Likely Noise,1,1,Needs Review,Single Source,Deprioritize,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
2026-05-30,20260530-230208-ccf8785d,SQ-20260530-055,PRJ-20260530-0035,Aventon to Build 270-Unit Port Richey Rental Community,Florida,Unknown,Unknown,Apartment,45,23,60,60,38,35,Noise Risk,Weak,High,Likely Noise,1,1,Needs Review,Single Source,Deprioritize,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; limited recurrence; limited specificity; false-positive risk needs review
