run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,asset_signal_id,canonical_article_id,title,original_url,published,summary,article_integrity_status,article_integrity_reason,primary_display_section,secondary_display_sections,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,canonical_asset_or_project_name,raw_project_or_property_name,address_or_location_clue,intersection_or_corridor,neighborhood_or_submarket,city,state_or_region,residential_sector,asset_type,gp_or_developer,owner_or_sponsor,lender_or_capital_partner,entitlement_status,permit_status,construction_status,delivery_or_timing_reference,unit_count,dollar_amount,site_size_or_area,deal_or_project_type,asset_strategy_signal,site_control_signal,execution_stage,primary_development_category,primary_category_reason,asset_opportunity_score,asset_risk_score,woomi_asset_relevance,recommended_asset_follow_up,evidence_article_title,source,url,confidence_level
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0037,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,AST-20260601-060,art_fe54334ec3b83a18,Insignia Pursuing Embassy Row Redevelopment,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,"Wed, 20 May 2026 13:36:38 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Atlanta + Apartments | May 20, 2026 By: Mike Boyd Insignia Pursuing Embassy Row Redevelopment Insignia LLC hopes to continue its redevelopment of Embassy Row, a spread-out office park in Sandy Springs. The Atlanta Business Chronicle reports that the latest project would include 111 townhomes, 1,068 apartments, 15,300 square feet of retail space, an",valid,title/source/url metadata are internally consistent,Development Activity,,repeat_penalized,2026-05-20,2026-06-01,12,recent_4_14d,usable_recent,published date parsed; article age 12 day(s),55,accessible,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Redevelopment,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Redevelopment,Atlanta,General submarket monitoring,Atlanta,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,"1,068 apartments",,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,68,32,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Insignia Pursuing Embassy Row Redevelopment,Connect CRE Atlanta,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,Medium
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0011,CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,80,AST-20260601-020,art_3d0a17b77c17402f,CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,https://yieldpro.com/2026/05/homestead-landing-apartments/,"Sat, 30 May 2026 14:45:22 +0000","Deal boom Mountain region News Facebook Twitter Linkedin CJM Development Group has completed Homestead Landing Apartments , a 168-unit affordable housing project in Price, Utah. The community includes two- and three-bedroom units for households earning up to 60 percent of the Area Median Income. The project first broke ground in July of 2024 at 1433 Airport Road. The development team also included Bonneville Builders, the general contractor, and Think Architecture, the architect of record. CJM w",suspicious_mismatch,title/source/url metadata are internally consistent; title and original_url slug appear to reference different articles,Development Activity,,acceptable_repeat,2026-05-30,2026-06-01,2,fresh_0_3d,current,published date parsed; article age 2 day(s),74,accessible,CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,1433 Airport Road,General submarket monitoring,Unknown,Los Angeles,Other / Unknown,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Construction started,2024,,,,Affordable / Density Bonus Strategy,Affordable / Density Bonus Strategy,Land / parcel referenced,Delivered / Lease-Up,construction_delivery_watch,matched broke ground,68,22,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Yield PRO,https://yieldpro.com/2026/05/homestead-landing-apartments/,Medium
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0103,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,80,AST-20260601-053,art_4b4df5a6eddd4ce9,Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily Affordable Housing Apartments,https://yieldpro.com/2026/05/downtown-denver-ymca/,"Sun, 31 May 2026 17:07:34 +0000","Deal boom Mountain region News Facebook Twitter Linkedin The Colorado Coalition for the Homeless (CCH) is redeveloping the Downtown Denver YMCA , which closed 45,000 square feet of activity space at the end of last year. The two organizations have been partners in the building since the YMCA of Metropolitan Denver sold much of it to CCH in 2001 for $5.4 million, The property will retain its 216 units, but several single-room occupancy units will be combined into fuller apartments, and 19 new res",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,2026-05-31,2026-06-01,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,Unknown,Downtown infill,Unknown,Other / Unknown,Unknown,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,216 units,$5.4 million; $5.4 million,,Disposition / Exit,Affordable / Density Bonus Strategy,Existing asset sale,Unknown,excluded,excluded operating-asset disposition,67,31,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily Affordable Housing Apartments,Yield PRO,https://yieldpro.com/2026/05/downtown-denver-ymca/,Medium
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0085,"Construction Financing - New York - Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",80,AST-20260601-051,art_21ec5d9869d4e7cb,Affinius Capital Led Joint Venture Closes $3.5B Acquisition of Veris Residential,https://yieldpro.com/2026/05/102-fleet-in-brooklyn/,"Sun, 31 May 2026 17:05:50 +0000","Deal boom News Facebook Twitter Linkedin Affinius Capital provided 102 Fleet in Brooklyn with a $300 million refinancing loan. An investor consortium led by Affinius Capital and Vista Hill Partners has completed the $3.5 billion acquisition of Veris Residential. With the closing of the transaction, the former multifamily REIT has been taken private. Veris’ portfolio consists of Class A multifamily assets located across the Northeast. Specifically, the company operates in the New York City metro ",suspicious_mismatch,title/source/url metadata are internally consistent; title and original_url slug appear to reference different articles,Development Activity,GP / Capital Activity,repeat_penalized,2026-05-31,2026-06-01,1,fresh_0_3d,current,published date parsed; article age 1 day(s),48,accessible,Refinancing - New York - Affinius Capital Led Joint Venture Closes $3.5B Acquisition of Veris Residential,Refinancing - New York - Affinius Capital Led Joint Venture Closes $3.5B Acquisition of Veris Residential,New York,General submarket monitoring,New York,New York,New York,Multifamily,Multifamily,Unknown,Unknown,Unknown,Unknown,Unknown,Completed / opened,completed,,$3.5B; $300 million; $3.5 billion,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Delivered / Lease-Up,construction_delivery_watch,matched completed,65,42,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Affinius Capital Led Joint Venture Closes $3.5B Acquisition of Veris Residential,Yield PRO,https://yieldpro.com/2026/05/102-fleet-in-brooklyn/,Low
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0084,Office-to-Residential Conversion - New York - Speaker Spotlight: Adam Greene of RXR,100,AST-20260601-058,art_25a1b6f9d2efb599,Speaker Spotlight: Adam Greene of RXR,https://commercialobserver.com/2026/05/speaker-spotlight-adam-greene-of-rxr/,"Fri, 29 May 2026 04:00:49 +0000","Residential · Multifamily Midtown Leases · Office Leases Presented By: RXR Speaker Spotlight: Adam Greene of RXR By RXR May 29, 2026 12:00 am reprints Photo captured at 61 Broadway Image Credit: Greg Morris Adam Greene , Executive Vice President of Development at RXR , joined Commercial Observer ’s Future of New York Forum to discuss the future of New York City’s real estate market, including the growing momentum behind office-to-residential conversions, the continued demand for high-quality off",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-05-29,2026-06-01,3,fresh_0_3d,current,published date parsed; article age 3 day(s),70,accessible,Office-to-Residential Conversion - New York - Speaker Spotlight: Adam Greene of RXR,Office-to-Residential Conversion - New York - Speaker Spotlight: Adam Greene of RXR,New York,Office conversion corridor,New York,New York,New York,Office-to-Residential Conversion,Office-to-Residential,RXR,RXR,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown site control,Unknown,excluded,no clear development milestone,65,32,Relevant to underwriting benchmark,Monitor office conversion feasibility and policy support,Speaker Spotlight: Adam Greene of RXR,Commercial Observer,https://commercialobserver.com/2026/05/speaker-spotlight-adam-greene-of-rxr/,Medium
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0004,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,AST-20260601-023,art_086d345158545dbe,Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South LA,https://la.urbanize.city/post/modular-housing-manufacturing-proposed-city-owned-site-10901-s-clovis-st-south-la,"Thu, 28 May 2026 13:05:00 +0000","Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South LA | Urbanize LA Skip to main content Advertisement Advertisement The Los Angeles City Council has voted to enter into an exclusive negotiating agreement with developer SoLa Impact for a project which could bring a new modular housing manufacturing facility to South Los Angeles. The agreement, which will run for an initial one-month period with an optional one-year extension, pertains to a property at 1090",valid,title/source/url metadata are internally consistent,Development Activity,Market Intelligence,acceptable_repeat,2026-05-28,2026-06-01,4,recent_4_14d,usable_recent,published date parsed; article age 4 day(s),66,accessible,Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South LA,Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South LA,10901 S. Clovis St,General submarket monitoring,Los Angeles,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,65,26,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South LA,Urbanize LA,https://la.urbanize.city/post/modular-housing-manufacturing-proposed-city-owned-site-10901-s-clovis-st-south-la,Medium
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0103,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,80,AST-20260601-070,art_3d0a17b77c17402f,CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,https://yieldpro.com/2026/05/homestead-landing-apartments/,"Sat, 30 May 2026 14:45:22 +0000","Deal boom Mountain region News Facebook Twitter Linkedin CJM Development Group has completed Homestead Landing Apartments , a 168-unit affordable housing project in Price, Utah. The community includes two- and three-bedroom units for households earning up to 60 percent of the Area Median Income. The project first broke ground in July of 2024 at 1433 Airport Road. The development team also included Bonneville Builders, the general contractor, and Think Architecture, the architect of record. CJM w",suspicious_mismatch,title/source/url metadata are internally consistent; title and original_url slug appear to reference different articles,Development Activity,,acceptable_repeat,2026-05-30,2026-06-01,2,fresh_0_3d,current,published date parsed; article age 2 day(s),74,accessible,Development Start - Other / Unknown - CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Development Start - Other / Unknown - CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Affordable Housing,BTR / Single-Family Rental,Unknown,Unknown,Unknown,Unknown,Unknown,Construction started,broke ground,,,,Development Start,Affordable / Density Bonus Strategy,Unknown site control,Under Construction,construction_delivery_watch,matched broke ground,65,22,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Yield PRO,https://yieldpro.com/2026/05/homestead-landing-apartments/,Low
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0049,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,AST-20260601-052,art_577251798106bbfb,Aventon to Build 270-Unit Port Richey Rental Community,https://www.connectcre.com/stories/aventon-to-build-270-unit-port-richey-rental-community/,"Fri, 29 May 2026 14:31:30 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + Gulf Coast + Apartments | May 29, 2026 By: Mike Boyd Aventon to Build 270-Unit Port Richey Rental Community Aventon Companies purchased a 13.58-acre land assemblage in New Port Richey, Fla., to build Aventon Eva, a 270-unit multifamily development. The Little Family sold the property at 8620 Decubellis Road for $5 million. Casey Babb, Shawn ",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,2026-05-29,2026-06-01,3,fresh_0_3d,current,published date parsed; article age 3 day(s),70,accessible,Acquisition - Florida - Aventon to Build 270-Unit Port Richey Rental Community,Acquisition - Florida - Aventon to Build 270-Unit Port Richey Rental Community,Florida,General submarket monitoring,Florida,Florida,Florida,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$5 million; $5 million,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,63,29,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Aventon to Build 270-Unit Port Richey Rental Community,Connect CRE Apartments,https://www.connectcre.com/stories/aventon-to-build-270-unit-port-richey-rental-community/,Low
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0104,General Project Signal - Sun Belt - Empire Group Starts Work on $170M Phoenix Apartment Tower,80,AST-20260601-063,art_8206d75fb8818e83,Work Begins on 94-Unit Scottsdale Luxury BTR Community,https://www.connectcre.com/stories/work-begins-on-94-unit-luxury-btr-community/,"Thu, 21 May 2026 18:50:22 +0000","Phoenix & Southwest CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Phoenix & Southwest + Phoenix + Apartments | May 21, 2026 By: Mike Boyd Work Begins on 94-Unit Scottsdale Luxury BTR Community Avala, a luxury rental home community by MODUS Companies, has broken ground. The 94-residence development, located at the northwest corner of 64th and Oak streets, is the first single-family rental community in Scottsdale to earn the Net Ze",valid,title/source/url metadata are internally consistent,Market Intelligence,,repeat_penalized,2026-05-21,2026-06-01,11,recent_4_14d,usable_recent,published date parsed; article age 11 day(s),55,accessible,BTR / Build-to-Rent - Sun Belt - Work Begins on 94-Unit Scottsdale Luxury BTR Community,BTR / Build-to-Rent - Sun Belt - Work Begins on 94-Unit Scottsdale Luxury BTR Community,Phoenix,General submarket monitoring,Phoenix,Sun Belt,Sun Belt,BTR / Single-Family Rental,BTR / Single-Family Rental,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,BTR / Build-to-Rent,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,59,31,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Work Begins on 94-Unit Scottsdale Luxury BTR Community,Connect CRE Phoenix,https://www.connectcre.com/stories/work-begins-on-94-unit-luxury-btr-community/,Low
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0037,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,AST-20260601-001,art_254005ddeadd9f56,Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,https://yieldpro.com/2026/05/embassy-row/,"Sat, 30 May 2026 14:46:43 +0000","Deal boom Midwest-South region News Facebook Twitter Linkedin Insignia LLC hopes to continue its redevelopment of Embassy Row , a spread-out office park in Sandy Springs. The latest project would include 111 townhomes, 1,068 apartments, 15,300 square feet of retail space, and 159,463 square feet of existing office space. Construction is already underway on the campus, which would be rebranded as Embassy Row Grove. Three buildings, totaling about 400,000 square feet of office space, remain on the",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-05-30,2026-06-01,2,fresh_0_3d,current,published date parsed; article age 2 day(s),74,accessible,Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Atlanta,University-adjacent; Mixed-use corridor,Atlanta,Los Angeles,Sun Belt,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,300 square feet,General Asset Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,55,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Yield PRO,https://yieldpro.com/2026/05/embassy-row/,Medium
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0015,El-Ad Pays $45.5M for Coconut Grove Property,80,AST-20260601-011,art_f2aa7210fded1e3c,El-Ad Pays $45.5M for Coconut Grove Property,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,"Fri, 15 May 2026 13:54:57 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + South Florida + Apartments | May 15, 2026 By: Mike Boyd El-Ad Pays $45.5M for Coconut Grove Property El-Ad National Properties acquired the property located at 3265 Virginia St., Miami, Fla., for $45.5 million. The seller was an affiliate of the Canero Group. Omar Morales of Berkadia represented the seller in the transaction. Located in Coco",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-05-15,2026-06-01,17,stale_15_30d,stale_penalized,published date parsed; article age 17 day(s),35,accessible,El-Ad Pays $45.5M for Coconut Grove Property,El-Ad Pays $45.5M for Coconut Grove Property,3265 Virginia St,General submarket monitoring,Miami,Los Angeles,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Site acquired,Unknown,excluded,no clear development milestone,55,14,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,Medium
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0103,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,80,AST-20260601-061,art_98afa921a83b7cdb,"Scion Group, Ares Management Corp. partner for $910M student housing buy",https://www.multifamilydive.com/news/scion-ares-management-student-housing-buy/821123/,"Tue, 26 May 2026 13:28:00 -0400","An article from Dive Brief Scion Group, Ares Management Corp. partner for $910M student housing buy The firms have formed a joint venture to invest in off-campus student housing, a sector where they see long-term strength. Published May 26, 2026 Julie Strupp Senior Editor Share Copy link Email LinkedIn X/Twitter Facebook Print License Add us on Google Students walk on the campus of Washington State University on January 3, 2023 in Pullman, Wash. Scion Group and Ares Management Corp. recently bou",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-05-26,2026-06-01,6,recent_4_14d,usable_recent,published date parsed; article age 6 day(s),58,accessible,"JV / Partnership - Other / Unknown - Scion Group, Ares Management Corp. partner for $910M student housing buy","JV / Partnership - Other / Unknown - Scion Group, Ares Management Corp. partner for $910M student housing buy",Unknown,University-adjacent,Unknown,Other / Unknown,Unknown,Student Housing,Student Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$910M; $910M; $910m,,JV / Partnership,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,53,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"Scion Group, Ares Management Corp. partner for $910M student housing buy",Multifamily Dive,https://www.multifamilydive.com/news/scion-ares-management-student-housing-buy/821123/,Low
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0049,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,AST-20260601-044,art_4cc2b5705959ef00,S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,"Fri, 08 May 2026 13:49:58 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + South Florida + Apartments | May 8, 2026 By: Mike Boyd S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan Catalfumo Companies landed a $401 million first-mortgage completion-to-inventory loan secured by The Ritz-Carlton Residences, Palm Beach Gardens, a 14-acre, three-tower luxury branded residential and private marina development on t",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,repeat_penalized,2026-05-08,2026-06-01,24,stale_15_30d,stale_penalized,published date parsed; article age 24 day(s),35,accessible,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,General submarket monitoring,Florida,Florida,Florida,Apartment,Apartment,Unknown,Unknown,Berkadia,Unknown,Unknown,Unknown,No explicit timing reference,,$401M; $401M; $401 million,,General Project Signal,Refinancing / Recapitalization,Unknown site control,Unknown,excluded,excluded financing-only article: bridge loan,52,35,Relevant to underwriting benchmark,"Review acquisition, financing, ownership, and comparable transaction details",S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Connect CRE South Florida,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,Low
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0037,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,AST-20260601-015,art_fe54334ec3b83a18,Insignia Pursuing Embassy Row Redevelopment,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,"Wed, 20 May 2026 13:36:38 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Atlanta + Apartments | May 20, 2026 By: Mike Boyd Insignia Pursuing Embassy Row Redevelopment Insignia LLC hopes to continue its redevelopment of Embassy Row, a spread-out office park in Sandy Springs. The Atlanta Business Chronicle reports that the latest project would include 111 townhomes, 1,068 apartments, 15,300 square feet of retail space, an",valid,title/source/url metadata are internally consistent,Development Activity,,repeat_penalized,2026-05-20,2026-06-01,12,recent_4_14d,usable_recent,published date parsed; article age 12 day(s),55,accessible,Insignia Pursuing Embassy Row Redevelopment,Insignia Pursuing Embassy Row Redevelopment,Atlanta,General submarket monitoring,Atlanta,Los Angeles,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,300 square feet,General Asset Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,52,32,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Insignia Pursuing Embassy Row Redevelopment,Connect CRE Atlanta,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,Medium
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0074,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,AST-20260601-034,art_f2aa7210fded1e3c,El-Ad Pays $45.5M for Coconut Grove Property,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,"Fri, 15 May 2026 13:54:57 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + South Florida + Apartments | May 15, 2026 By: Mike Boyd El-Ad Pays $45.5M for Coconut Grove Property El-Ad National Properties acquired the property located at 3265 Virginia St., Miami, Fla., for $45.5 million. The seller was an affiliate of the Canero Group. Omar Morales of Berkadia represented the seller in the transaction. Located in Coco",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-05-15,2026-06-01,17,stale_15_30d,stale_penalized,published date parsed; article age 17 day(s),35,accessible,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Miami,General submarket monitoring,Miami,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,Berkadia,Unknown,Unknown,Unknown,No explicit timing reference,,$45.5M; $45.5M; $45.5 million,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,52,14,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,Low
2026-06-01,20260601-020308-c84a5578,PRJ-20260601-0103,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,80,AST-20260601-072,art_bbf68370d5e8064d,First Quarter 2026 Multifamily Construction Data,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Tue, 26 May 2026 12:31:00 +0000","First Quarter 2026 Multifamily Construction Data – Eye On Housing Skip to content First Quarter 2026 Multifamily Construction Data May 26, 2026 Robert Dietz No Comments According to NAHB analysis of quarterly Census data, the count of multifamily, for-rent housing starts increased year-over-year during the first quarter of 2026. For the quarter, 107,000 multifamily residences started construction. Of this total, 103,000 were built-for-rent. This built-for-rent total was 21% higher than in the fi",valid,title/source/url metadata are internally consistent,Market Intelligence,,repeat_penalized,2026-05-26,2026-06-01,6,recent_4_14d,usable_recent,published date parsed; article age 6 day(s),58,accessible,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Multifamily,Multifamily,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,Development Start,Development Start,Unknown site control,Unknown,excluded,no clear development milestone,51,27,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,Low
