run_date,run_id,canonical_project_id,canonical_project_name,market,submarket,residential_sector,gp_or_developer,first_seen_date,last_seen_date,observation_count,source_count,lifecycle_stage_history,latest_lifecycle_stage,highest_opportunity_score,highest_risk_score,entitlement_signal_count,timing_signal_count,financing_signal_count,distress_signal_count,relationship_edge_count,progression_status,stall_risk_label,persistent_asset_score,woomi_asset_watch_priority,recommended_asset_memory_follow_up
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0099,Refinancing - Dallas / Texas - Affinius Capital Provides Loan for Refinancing of 594-Unit Apartment Community in Fort Wor...,Other / Unknown,Los Angeles,Apartment,Greystar,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,1,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0059,Rendering vs. Reality: Torrance's Gable House Apartments,California,Unknown,General Residential,General Project Signal - California - Rendering vs. Reality: Torrance's Gable House Apartments,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0007,Rendering vs. Reality: Torrance's Gable House Apartments,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0054,"Waterford Property Co. Breaks Ground on Affordable Housing Project in Milpitas, California",California,Unknown,General Residential,"Development Start - California - Waterford Property Co. Breaks Ground on Affordable Housing Project in Milpitas, California",2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0056,Waterford Property Company Launches Construction on Santa Clarita Multifamily Affordable Housing Project,California,Unknown,General Residential,Disposition / Exit - California - Waterford Property Company Launches Construction on Santa Clarita Multifamily Affordable H...,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,1,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0117,WinnCo Acquires 290-Unit Affordable Housing Multifamily Apartment Property Launching $41.5M Property Rehabilitation in Western Massachusetts,National,Unknown,General Residential,Acquisition - National - WinnCo Acquires 290-Unit Affordable Housing Multifamily Apartment Property Launching $41.5...,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0120,WinnCo Acquires 290-Unit Affordable Housing Multifamily Apartment Property Launching $41.5M Property Rehabilitation in Western Massachusetts,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0081,Work Underway on 388-Unit Rental Community Near The Woodlands,Other / Unknown,Los Angeles,Mixed-Use Residential,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0118,Cushman & Wakefield Brokers $7.275M Sale of Fully Leased Rochester Minnesota Apartment Community,National,Unknown,General Residential,Disposition / Exit - National - Cushman & Wakefield Brokers $7.275M Sale of Fully Leased Rochester Minnesota Apartment Com...,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,16,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0112,"FRP, Woodfield Begin Work on Expansive Estero Development",Miami / Florida,Unknown,General Residential,"JV / Partnership - Miami / Florida - FRP, Woodfield Begin Work on Expansive Estero Development",2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,16,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0173,Fairfield acquires West Palm Beach property,West Palm Beach / Florida,Unknown,General Residential,Disposition / Exit - West Palm Beach / Florida - Fairfield acquires West Palm Beach property,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,16,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0122,Manhattan Condo Site Changes Hands for $34M,New York City / New York,Unknown,General Residential,Acquisition - New York City / New York - Manhattan Condo Site Changes Hands for $34M,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,16,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0111,Miami-Dade Public Agency Advancing $126.4M Affordable Housing Project,Miami / Florida,Unknown,General Residential,General Project Signal - Miami / Florida - Miami-Dade Public Agency Advancing $126.4M Affordable Housing Project,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,16,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0113,Terra Nabs $245M Permanent Loan for 47-acre Project in Miami-Dade,Miami / Florida,Unknown,General Residential,Refinancing - Miami / Florida - Terra Nabs $245M Permanent Loan for 47-acre Project in Miami-Dade,2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,2,0,2,Newly Detected,Unknown,16,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0108,"West Palm Beach Developer Buys Lot, Apartments on Way",Miami / Florida,Unknown,General Residential,"Acquisition - Miami / Florida - West Palm Beach Developer Buys Lot, Apartments on Way",2026-09-01,2026-09-01,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,16,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0134,2026 Resident Experience Management Report,Other / Unknown,Unknown,General Residential,General Project Signal - Other / Unknown - 2026 Resident Experience Management Report,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0106,Acquisition - New York City / New York - Manhattan Condo Site Changes Hands for $34M,New York City / New York,Manhattan,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0140,Chicago's Slow Apartment Pipeline Fueling Deals And Adaptive Reuse,Other / Unknown,Unknown,General Residential,Office-to-Residential Conversion - Other / Unknown - Chicago's Slow Apartment Pipeline Fueling Deals And Adaptive Reuse,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0067,"Condyne Capital Receives Approval for Office-to-Residential Conversion Project in Windsor, Connecticut",Connecticut,Unknown,General Residential,"Office-to-Residential Conversion - Connecticut - Condyne Capital Receives Approval for Office-to-Residential Conversion Project in Windsor,...",2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0075,Disposition / Exit - West Palm Beach / Florida - Fairfield acquires West Palm Beach property,West Palm Beach / Florida,Florida,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0174,Disposition / Exit - West Palm Beach / Florida - Fairfield acquires West Palm Beach property,West Palm Beach / Florida,Unknown,Apartment,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0141,Dwight Supplies $70M Refi on Newark Multifamily Tower,Other / Unknown,Unknown,General Residential,Refinancing - Other / Unknown - Dwight Supplies $70M Refi on Newark Multifamily Tower,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,1,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0157,Eastern Washington Apartment Market Continues to Stabilize,Seattle,Unknown,General Residential,Disposition / Exit - Seattle - Eastern Washington Apartment Market Continues to Stabilize,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0169,FCP Provides $22M Preferred Equity for 305-Unit Multifamily Development in Church Falls Virginia,Virginia,Unknown,General Residential,General Project Signal - Virginia - FCP Provides $22M Preferred Equity for 305-Unit Multifamily Development in Church Falls Vi...,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0128,First Quarter 2026 Multifamily Construction Data,Other / Unknown,Unknown,General Residential,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,1,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0129,Fourth Quarter 2025 Multifamily Construction Data,Other / Unknown,Unknown,General Residential,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,1,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0131,Greenstone Partners Brokers Two Chicago Multifamily Transactions,Other / Unknown,Unknown,General Residential,Disposition / Exit - Other / Unknown - Greenstone Partners Brokers Two Chicago Multifamily Transactions,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0135,Multifamily Absorption Rate Remains Below 50%,Other / Unknown,Unknown,General Residential,General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0132,NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Other / Unknown,Unknown,General Residential,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0139,"Northmarq Brokers $31M Sale of Multifamily Property in Sheboygan, Wisconsin",Other / Unknown,Unknown,General Residential,"JV / Partnership - Other / Unknown - Northmarq Brokers $31M Sale of Multifamily Property in Sheboygan, Wisconsin",2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0130,Overall Housing Starts Inch Lower in 2025,Other / Unknown,Unknown,General Residential,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0115,Refinancing - Miami / Florida - Terra Nabs $245M Permanent Loan for 47-acre Project in Miami-Dade,Miami / Florida,Miami,Mixed-Use Residential,Unknown,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,1,0,0,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
2026-09-01,20260901-014157-7c7e8ccc,PRJ-20260901-0136,Share of Apartments Built in Buildings with 50+ Units Moves Higher in 2025,Other / Unknown,Unknown,General Residential,General Project Signal - Other / Unknown - Share of Apartments Built in Buildings with 50+ Units Moves Higher in 2025,2026-09-01,2026-09-01,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,10,Low Priority,Monitor for repeated project updates
