run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0169,"General Project Signal - Texas - Trammell Crow Building Grapevine Apartments, Hotel",80,2026-09-04 00:49:55,art_a14428170e92a796,valid,Development Activity,,acceptable_repeat,74,open,"General Project Signal - Texas - Trammell Crow Building Grapevine Apartments, Hotel",General Project Signal,Apartment,Apartment,Texas,Texas,Texas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Texas,248 apartments,,,,,,,,,,,46,Monitor,Underwriting benchmark,"Trammell Crow Building Grapevine Apartments, Hotel",Connect CRE Texas,https://www.connectcre.com/stories/trammell-crow-building-grapevine-apartments-hotel/,75,DFP-D0193E3AEF,65,"General Project Signal - General Project Signal - Texas - Trammell Crow Building Grapevine Apartments, Hotel",General Project Signal - Unknown - Texas,DCL-20260904-055,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0136,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,2026-09-04 00:49:55,art_6261d77f62fb9ac7,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Disposition / Exit - Other / Unknown - Greysteel Arranges $18M Deal for 142-Unit Milwaukee Multifamily,Disposition / Exit,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,$18M; $18M; $18.1 million,,,,,,,,,,45,Monitor,Underwriting benchmark,Greysteel Arranges $18M Deal for 142-Unit Milwaukee Multifamily,Connect CRE Apartments,https://www.connectcre.com/stories/greysteel-arranges-18m-deal-for-142-unit-milwaukee-multifamily/,84,DFP-99DCFFF93D,55,Disposition / Exit - Disposition / Exit - Other / Unknown - Greysteel Arranges $18M Deal for 142-Unit Milwaukee Multifamily,Disposition / Exit - Unknown - Other / Unknown,DCL-20260904-056,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0157,Construction Financing - Miami / Florida - Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,80,2026-09-04 00:49:55,art_f386bd10f77fa012,valid,GP / Capital Activity,,new_or_fresh,100,open,General Project Signal - Miami / Florida - Pinnacle Secures Financing for Fort Lauderdale Affordable Sr. Housing,General Project Signal,Mixed-Use Residential,Senior Housing,Miami / Florida,South Florida,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$40.2 million; $40.2 million,$40.2 million,,,,,,,,,41,Monitor,Capital market signal,Pinnacle Secures Financing for Fort Lauderdale Affordable Sr. Housing,Connect CRE South Florida,https://www.connectcre.com/stories/pinnacle-secures-financing-for-fort-lauderdale-affordable-sr-housing/,60,DFP-DA2FC3C782,65,General Project Signal - General Project Signal - Miami / Florida - Pinnacle Secures Financing for Fort Lauderdale Affordable Sr. Housing,General Project Signal - Unknown - Sun Belt,DCL-20260904-057,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0080,JV / Partnership - Kentucky - Subtext Announces EVER Lexington at University of Kentucky,80,2026-09-04 00:49:55,art_9f8b0976befd8b80,valid,GP / Capital Activity,,new_or_fresh,100,open,JV / Partnership - Kentucky - Subtext Announces EVER Lexington at University of Kentucky,JV / Partnership,Student Housing,Student Housing,Kentucky,Kentucky,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Kentucky,,,,,,,,,,,,41,Monitor,GP partnership reference,Subtext Announces EVER Lexington at University of Kentucky,Yield PRO,https://yieldpro.com/2026/09/ever-lexington/,60,DFP-9735616487,55,JV / Partnership - JV / Partnership - Kentucky - Subtext Announces EVER Lexington at University of Kentucky,JV / Partnership - Unknown - Kentucky,DCL-20260904-058,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0136,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,2026-09-04 00:49:55,art_266f44ae4fd99ed0,low_value_promotional,Excluded,,repeat_penalized,0,open,General Project Signal - Other / Unknown - 2026 Resident Experience Management Report,General Project Signal,Multifamily,Multifamily,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,250 units,$4; $4; $90,,,,,,,,,,40,Monitor,Underwriting benchmark,2026 Resident Experience Management Report,Multifamily Executive,https://www.multifamilyexecutive.com/premium/whitepaper/753766,58,DFP-1CC92B04D8,65,General Project Signal - General Project Signal - Other / Unknown - 2026 Resident Experience Management Report,General Project Signal - Unknown - Other / Unknown,DCL-20260904-059,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0136,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,2026-09-04 00:49:55,art_bbf68370d5e8064d,valid,Market Intelligence,,repeat_penalized,5,open,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,Development Start,Multifamily,Multifamily,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,32,Low Detail Signal,Pipeline / supply signal,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,63,DFP-53DEBBEA0C,45,Development Start - Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,Development Start - Unknown - Other / Unknown,DCL-20260904-060,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0136,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,2026-09-04 00:49:55,art_695932dbcd227470,valid,Market Intelligence,,repeat_penalized,5,open,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Development Start,Multifamily,Multifamily,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,32,Low Detail Signal,Pipeline / supply signal,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,63,DFP-B90543DC0D,45,Development Start - Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Development Start - Unknown - Other / Unknown,DCL-20260904-061,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0136,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,2026-09-04 00:49:55,art_a18108b1d53a8afa,valid,Market Intelligence,,repeat_penalized,5,open,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Development Start,Multifamily,Multifamily,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,32,Low Detail Signal,Pipeline / supply signal,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,63,DFP-929C698B57,45,Development Start - Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Development Start - Unknown - Other / Unknown,DCL-20260904-062,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0114,"Entitlement / Permitting - National - Permits Filed For 5035 International Boulevard in Melrose, Oakland",80,2026-09-04 00:49:55,art_b064ebf94a999e8a,valid,Development Activity,,acceptable_repeat,66,access_limited,"Entitlement / Permitting - National - Permits Filed For 5035 International Boulevard in Melrose, Oakland",Entitlement / Permitting,Apartment,Apartment,National,National,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,National,,,,,,,,,,,Permits,32,Low Detail Signal,Entitlement / zoning watch,"Permits Filed For 5035 International Boulevard in Melrose, Oakland",SF YIMBY,https://sfyimby.com/2026/09/permits-filed-for-5035-international-boulevard-in-melrose-oakland.html,64,DFP-0970D0D666,55,"Entitlement / Permitting - Entitlement / Permitting - National - Permits Filed For 5035 International Boulevard in Melrose, Oakland",Entitlement / Permitting - Unknown - National,DCL-20260904-063,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0136,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,2026-09-04 00:49:55,art_e7fcf1171af1b281,valid,Development Activity,,repeat_penalized,5,open,General Project Signal - Other / Unknown - Share of Apartments Built in Buildings with 50+ Units Moves Higher in 2025,General Project Signal,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,29,Low Detail Signal,Monitor only,Share of Apartments Built in Buildings with 50+ Units Moves Higher in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/07/share-of-apartments-built-in-buildings-with-50-units-moves-higher-in-2025/,82,DFP-417E3A4C6C,45,General Project Signal - General Project Signal - Other / Unknown - Share of Apartments Built in Buildings with 50+ Units Moves Higher in 2025,General Project Signal - Unknown - Other / Unknown,DCL-20260904-064,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0136,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,2026-09-04 00:49:55,art_8b28c10c647e7f21,valid,Market Intelligence,,repeat_penalized,55,open,General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,General Project Signal,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,27,Low Detail Signal,Monitor only,Multifamily Absorption Rate Remains Below 50%,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/08/multifamily-absorption-rate-remains-below-50-2/,78,DFP-AE0C2C64AA,45,General Project Signal - General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,General Project Signal - Unknown - Other / Unknown,DCL-20260904-065,1
2026-09-04,20260904-004955-4e2acade,PRJ-20260904-0136,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,2026-09-04 00:49:55,art_d4039cdfbf50dd7d,valid,Market Intelligence,,repeat_penalized,5,open,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Disposition / Exit,Multifamily,Multifamily,Other / Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,,,,,,,,,,,26,Low Detail Signal,Monitor only,NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/nahb-hbgi-micro-markets-lone-bright-spot-for-single-family-building-in-fourth-quarter/,57,DFP-1563B53CA0,45,Disposition / Exit - Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Disposition / Exit - Unknown - Other / Unknown,DCL-20260904-066,1
